K,Sample_Name,State,state_abbr,index,population_label,Longitude,Latitude,cluster,ancestry
4,Quercus_207,Louisiana,LA,05,05-Union (AR/LA),-92.36327,32.89234,cluster_2,1e-5
4,Quercus_207,Louisiana,LA,05,05-Union (AR/LA),-92.36327,32.89234,cluster_3,0.990969
4,Quercus_207,Louisiana,LA,05,05-Union (AR/LA),-92.36327,32.89234,cluster_4,0.009011
4,Quercus_211,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.11569,33.68607,cluster_1,1e-5
4,Quercus_211,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.11569,33.68607,cluster_2,1e-5
4,Quercus_211,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.11569,33.68607,cluster_3,1e-5
4,Quercus_211,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.11569,33.68607,cluster_4,0.99997
4,Quercus_219,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_1,1e-5
4,Quercus_219,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_2,1e-5
4,Quercus_219,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_3,1e-5
4,Quercus_219,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_4,0.99997
4,Quercus_220,Louisiana,LA,05,05-Union (AR/LA),-92.36298,32.8922,cluster_1,0.99997
4,Quercus_220,Louisiana,LA,05,05-Union (AR/LA),-92.36298,32.8922,cluster_2,1e-5
4,Quercus_220,Louisiana,LA,05,05-Union (AR/LA),-92.36298,32.8922,cluster_3,1e-5
4,Quercus_220,Louisiana,LA,05,05-Union (AR/LA),-92.36298,32.8922,cluster_4,1e-5
4,Quercus_222,Louisiana,LA,05,05-Union (AR/LA),-92.36477,32.8914,cluster_1,1e-5
4,Quercus_222,Louisiana,LA,05,05-Union (AR/LA),-92.36477,32.8914,cluster_2,0.99997
4,Quercus_222,Louisiana,LA,05,05-Union (AR/LA),-92.36477,32.8914,cluster_3,1e-5
4,Quercus_222,Louisiana,LA,05,05-Union (AR/LA),-92.36477,32.8914,cluster_4,1e-5
4,Quercus_223,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17231,33.65779,cluster_1,1e-5
4,Quercus_223,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17231,33.65779,cluster_2,1e-5
4,Quercus_223,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17231,33.65779,cluster_3,1e-5
4,Quercus_223,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17231,33.65779,cluster_4,0.99997
4,Quercus_227,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_1,1e-5
4,Quercus_227,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_2,1e-5
4,Quercus_227,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_3,0.00881
4,Quercus_227,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.084421,33.708172,cluster_4,0.99117
4,Quercus_231,Louisiana,LA,05,05-Union (AR/LA),-92.36312,32.89231,cluster_1,0.823584
4,Quercus_231,Louisiana,LA,05,05-Union (AR/LA),-92.36312,32.89231,cluster_2,1e-5
4,Quercus_231,Louisiana,LA,05,05-Union (AR/LA),-92.36312,32.89231,cluster_3,1e-5
4,Quercus_231,Louisiana,LA,05,05-Union (AR/LA),-92.36312,32.89231,cluster_4,0.176396
4,Quercus_238,Mississippi,MS,06,06-Covington (MS),-89.5579229,31.64054,cluster_1,1e-5
4,Quercus_238,Mississippi,MS,06,06-Covington (MS),-89.5579229,31.64054,cluster_2,0.99997
4,Quercus_238,Mississippi,MS,06,06-Covington (MS),-89.5579229,31.64054,cluster_3,1e-5
4,Quercus_238,Mississippi,MS,06,06-Covington (MS),-89.5579229,31.64054,cluster_4,1e-5
4,Quercus_239,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.171023,33.658186,cluster_1,1.1e-5
4,Quercus_239,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.171023,33.658186,cluster_2,1e-5
4,Quercus_239,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.171023,33.658186,cluster_3,1e-5
4,Quercus_239,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.171023,33.658186,cluster_4,0.999969
4,Quercus_243,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_1,0.99997
4,Quercus_243,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_2,1e-5
4,Quercus_243,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_3,1e-5
4,Quercus_243,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_4,1e-5
4,Quercus_244,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_1,1e-5
4,Quercus_244,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_2,1e-5
4,Quercus_244,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_3,1e-5
4,Quercus_244,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_4,0.99997
4,Quercus_245,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_1,0.610925
4,Quercus_245,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_2,0.005154
4,Quercus_245,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_3,0.04889
4,Quercus_245,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_4,0.33503
4,Quercus_246,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,1e-5
4,Quercus_246,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.99997
4,Quercus_246,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,1e-5
4,Quercus_246,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,1e-5
4,Quercus_247,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_247,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_247,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_247,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_248,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_1,0.391208
4,Quercus_248,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_2,0.039669
4,Quercus_248,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_3,0.071826
4,Quercus_248,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_4,0.497297
4,Quercus_249,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,0.0352
4,Quercus_249,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_249,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.96478
4,Quercus_249,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_250,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_1,1e-5
4,Quercus_250,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_2,1e-5
4,Quercus_250,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_3,1e-5
4,Quercus_250,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_4,0.99997
4,Quercus_251,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_1,0.033143
4,Quercus_251,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_2,0.047283
4,Quercus_251,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_3,0.048455
4,Quercus_251,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_4,0.871119
4,Quercus_252,Louisiana,LA,03,03-Webster (LA),-93.46,32.88,cluster_1,0.151192
4,Quercus_252,Louisiana,LA,03,03-Webster (LA),-93.46,32.88,cluster_2,0.035491
4,Quercus_252,Louisiana,LA,03,03-Webster (LA),-93.46,32.88,cluster_3,0.123697
4,Quercus_252,Louisiana,LA,03,03-Webster (LA),-93.46,32.88,cluster_4,0.68962
4,Quercus_253,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_1,1e-5
4,Quercus_253,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_2,1e-5
4,Quercus_253,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_3,1e-5
4,Quercus_253,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_4,0.99997
4,Quercus_254,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_1,0.052859
4,Quercus_254,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_2,0.051344
4,Quercus_254,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_3,0.287358
4,Quercus_254,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_4,0.608439
4,Quercus_255,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_1,0.040562
4,Quercus_255,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_2,0.027847
4,Quercus_255,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_3,0.334893
4,Quercus_255,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_4,0.596698
4,Quercus_256,Mississippi,MS,06,06-Covington (MS),-89.56,31.64,cluster_1,1e-5
4,Quercus_256,Mississippi,MS,06,06-Covington (MS),-89.56,31.64,cluster_2,0.99997
4,Quercus_256,Mississippi,MS,06,06-Covington (MS),-89.56,31.64,cluster_3,1e-5
4,Quercus_256,Mississippi,MS,06,06-Covington (MS),-89.56,31.64,cluster_4,1e-5
4,Quercus_257,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_257,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_257,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_257,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_258,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_258,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_258,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_258,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_259,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_1,1e-5
4,Quercus_259,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_2,1e-5
4,Quercus_259,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_3,1e-5
4,Quercus_259,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.12,33.69,cluster_4,0.99997
4,Quercus_260,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.68,cluster_1,1e-5
4,Quercus_260,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.68,cluster_2,1.1e-5
4,Quercus_260,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.68,cluster_3,1e-5
4,Quercus_260,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.68,cluster_4,0.999969
4,Quercus_261,Louisiana,LA,01,01-Caddo (LA),-94.02,32.98,cluster_1,0.109582
4,Quercus_261,Louisiana,LA,01,01-Caddo (LA),-94.02,32.98,cluster_2,0.041429
4,Quercus_261,Louisiana,LA,01,01-Caddo (LA),-94.02,32.98,cluster_3,0.122528
4,Quercus_261,Louisiana,LA,01,01-Caddo (LA),-94.02,32.98,cluster_4,0.726461
4,Quercus_262,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_1,0.607668
4,Quercus_262,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_2,0.0024
4,Quercus_262,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_3,0.065671
4,Quercus_262,Louisiana,LA,05,05-Union (AR/LA),-92.37,32.89,cluster_4,0.32426
4,Quercus_263,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_1,0.044278
4,Quercus_263,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_2,0.025171
4,Quercus_263,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_3,0.321739
4,Quercus_263,Arkansas,AR,02,02-Hempstead (AR),-93.86,33.74,cluster_4,0.608812
4,Quercus_264,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_264,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,0.163404
4,Quercus_264,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.769669
4,Quercus_264,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,0.066917
4,Quercus_265,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,0.104726
4,Quercus_265,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.043033
4,Quercus_265,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,0.11005
4,Quercus_265,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,0.742191
4,Quercus_266,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,0.069038
4,Quercus_266,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.034174
4,Quercus_266,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,0.135949
4,Quercus_266,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,0.760838
4,Quercus_267,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_1,0.008294
4,Quercus_267,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_2,0.015488
4,Quercus_267,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_3,0.07094
4,Quercus_267,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_4,0.905278
4,Quercus_268,Arkansas,AR,05,05-Union (AR/LA),-92.36,33.07,cluster_1,0.430984
4,Quercus_268,Arkansas,AR,05,05-Union (AR/LA),-92.36,33.07,cluster_2,0.058305
4,Quercus_268,Arkansas,AR,05,05-Union (AR/LA),-92.36,33.07,cluster_3,0.073773
4,Quercus_268,Arkansas,AR,05,05-Union (AR/LA),-92.36,33.07,cluster_4,0.436938
4,Quercus_269,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_1,1e-5
4,Quercus_269,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_2,1e-5
4,Quercus_269,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_3,0.003971
4,Quercus_269,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_4,0.996009
4,Quercus_270,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_1,1e-5
4,Quercus_270,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_2,1e-5
4,Quercus_270,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_3,1e-5
4,Quercus_270,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.17,33.66,cluster_4,0.99997
4,Quercus_271,Arkansas,AR,02,02-Hempstead (AR),-93.85,33.69,cluster_1,1e-5
4,Quercus_271,Arkansas,AR,02,02-Hempstead (AR),-93.85,33.69,cluster_2,0.99997
4,Quercus_271,Arkansas,AR,02,02-Hempstead (AR),-93.85,33.69,cluster_3,1e-5
4,Quercus_271,Arkansas,AR,02,02-Hempstead (AR),-93.85,33.69,cluster_4,1e-5
4,Quercus_272,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_272,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_272,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_272,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_273,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_273,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_273,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.9111
4,Quercus_273,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,0.08888
4,Quercus_274,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_274,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_274,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_274,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_275,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_1,0.99997
4,Quercus_275,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_2,1e-5
4,Quercus_275,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_3,1e-5
4,Quercus_275,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_4,1e-5
4,Quercus_276,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,0.069057
4,Quercus_276,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.019155
4,Quercus_276,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,0.115518
4,Quercus_276,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,0.79627
4,Quercus_277,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_1,1e-5
4,Quercus_277,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_2,1e-5
4,Quercus_277,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_3,1e-5
4,Quercus_277,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93,33.71,cluster_4,0.99997
4,Quercus_278,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_1,1e-5
4,Quercus_278,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_2,1e-5
4,Quercus_278,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_3,1e-5
4,Quercus_278,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_4,0.99997
4,Quercus_279,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,0.084284
4,Quercus_279,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.049261
4,Quercus_279,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,0.108204
4,Quercus_279,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,0.758251
4,Quercus_280,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_1,0.99997
4,Quercus_280,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_2,1e-5
4,Quercus_280,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_3,1e-5
4,Quercus_280,Louisiana,LA,05,05-Union (AR/LA),-92.36,32.89,cluster_4,1e-5
4,Quercus_281,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_1,1e-5
4,Quercus_281,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_2,1e-5
4,Quercus_281,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_3,0.99997
4,Quercus_281,Arkansas,AR,02,02-Hempstead (AR),-93.65,33.77,cluster_4,1e-5
4,Quercus_282,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_1,0.020767
4,Quercus_282,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_2,1e-5
4,Quercus_282,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_3,0.034272
4,Quercus_282,Arkansas,AR,04,04-Nevada-Ouachita-Poinsett (AR),-93.08,33.71,cluster_4,0.944951
4,Quercus_283,Louisiana,LA,01,01-Caddo (LA),-94.02,32.97,cluster_1,0.090257
4,Quercus_283,Louisiana,LA,01,01-Caddo (LA),-94.02,32.97,cluster_2,0.040533
4,Quercus_283,Louisiana,LA,01,01-Caddo (LA),-94.02,32.97,cluster_3,0.121917
4,Quercus_283,Louisiana,LA,01,01-Caddo (LA),-94.02,32.97,cluster_4,0.747292
4,Quercus_284,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_1,0.092107
4,Quercus_284,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_2,0.050712
4,Quercus_284,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_3,0.105917
4,Quercus_284,Louisiana,LA,01,01-Caddo (LA),-94.02,32.99,cluster_4,0.751263
4,Quercus_285,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_1,0.451867
4,Quercus_285,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_2,0.032264
4,Quercus_285,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_3,0.075794
4,Quercus_285,Louisiana,LA,05,05-Union (AR/LA),-92.51,32.88,cluster_4,0.440075
4,Quercus_286,Arkansas,AR,02,02-Hempstead (AR),-93.6472,33.74472,cluster_1,0.019557
4,Quercus_286,Arkansas,AR,02,02-Hempstead (AR),-93.6472,33.74472,cluster_2,0.430891
4,Quercus_286,Arkansas,AR,02,02-Hempstead (AR),-93.6472,33.74472,cluster_3,1e-5
4,Quercus_286,Arkansas,AR,02,02-Hempstead (AR),-93.6472,33.74472,cluster_4,0.549542
4,Quercus_287,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_1,1e-5
4,Quercus_287,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_2,1e-5
4,Quercus_287,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_3,1e-5
4,Quercus_287,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_4,0.99997
4,Quercus_288,Georgia,GA,11,11-Early (GA),-85.09,31.19,cluster_1,1e-5
4,Quercus_288,Georgia,GA,11,11-Early (GA),-85.09,31.19,cluster_2,0.946069
4,Quercus_288,Georgia,GA,11,11-Early (GA),-85.09,31.19,cluster_3,1e-5
4,Quercus_288,Georgia,GA,11,11-Early (GA),-85.09,31.19,cluster_4,0.053911
4,Quercus_289,Alabama,AL,08,08-Tuscaloosa (AL),-87.5,33.05,cluster_1,0.095038
4,Quercus_289,Alabama,AL,08,08-Tuscaloosa (AL),-87.5,33.05,cluster_2,0.009382
4,Quercus_289,Alabama,AL,08,08-Tuscaloosa (AL),-87.5,33.05,cluster_3,0.030461
4,Quercus_289,Alabama,AL,08,08-Tuscaloosa (AL),-87.5,33.05,cluster_4,0.865119
4,Quercus_290,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_1,0.083007
4,Quercus_290,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_2,0.018413
4,Quercus_290,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_3,0.05341
4,Quercus_290,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_4,0.84517
4,Quercus_291,Florida,FL,09,09-Okaloosa (FL),-86.47,30.59,cluster_1,1.8e-5
4,Quercus_291,Florida,FL,09,09-Okaloosa (FL),-86.47,30.59,cluster_2,1e-5
4,Quercus_291,Florida,FL,09,09-Okaloosa (FL),-86.47,30.59,cluster_3,1e-5
4,Quercus_291,Florida,FL,09,09-Okaloosa (FL),-86.47,30.59,cluster_4,0.999962
4,Quercus_292,Florida,FL,09,09-Okaloosa (FL),-86.49,30.55,cluster_1,1e-5
4,Quercus_292,Florida,FL,09,09-Okaloosa (FL),-86.49,30.55,cluster_2,1e-5
4,Quercus_292,Florida,FL,09,09-Okaloosa (FL),-86.49,30.55,cluster_3,1e-5
4,Quercus_292,Florida,FL,09,09-Okaloosa (FL),-86.49,30.55,cluster_4,0.99997
4,Quercus_293,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_1,1e-5
4,Quercus_293,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_2,1e-5
4,Quercus_293,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_3,1e-5
4,Quercus_293,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_4,0.99997
4,Quercus_294,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_1,1e-5
4,Quercus_294,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_2,1e-5
4,Quercus_294,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_3,1e-5
4,Quercus_294,Florida,FL,09,09-Okaloosa (FL),-86.4,30.54,cluster_4,0.99997
4,Quercus_295,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_1,0.096863
4,Quercus_295,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_2,0.027595
4,Quercus_295,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_3,0.046545
4,Quercus_295,Georgia,GA,12,12-Chattahoochee (GA),-84.68,32.33,cluster_4,0.828997
4,Quercus_296,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_1,0.059286
4,Quercus_296,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_2,0.005762
4,Quercus_296,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_3,0.015765
4,Quercus_296,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_4,0.919187
4,Quercus_297,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_1,0.033118
4,Quercus_297,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_2,1e-5
4,Quercus_297,Alabama,AL,10,10-Pike (AL),-85.89,31.79,cluster_3,0.003559
