Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR16661119,2022-02-03 08:01:16,2021-11-01 14:08:37,90135730,27040719000,90135730,300,8370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661119/SRR16661119.lite.1,SRX12861685,L1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804932,SAMN22511218,simple,2294079,Quercus guyavifolia,HBL,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,1AF88FF58C9A0F2229067A1344FA13EE,27B975422B315C61516916179A837E97
SRR16661095,2022-02-03 08:01:16,2021-11-01 12:03:41,98660105,29598031500,98660105,300,9733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661095/SRR16661095.lite.1,SRX12861709,L16,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804954,SAMN22511233,simple,3512,Quercus rubra,PM-16,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,0FED262714CED215B4390DA90CAA0FB4,95A5E8A39A5F246B2EFE72E27597459C
SRR16661060,2022-02-03 08:01:16,2021-11-01 12:00:41,103187250,30956175000,103187250,300,10258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661060/SRR16661060.lite.1,SRX12861744,L48,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804989,SAMN22511265,simple,3512,Quercus rubra,QL-10-1,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,DCFBB27A772553877068919891432ACC,3078D80D7C640289E8C0EFAABF553641
SRR16661059,2022-02-03 08:01:16,2021-11-01 12:56:46,119687092,35906127600,119687092,300,11747,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661059/SRR16661059.lite.1,SRX12861745,L49,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804990,SAMN22511266,simple,3512,Quercus rubra,QL-10-2,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,D49ADBD585722822640782283E84E94E,75B62B7082246BDA299C6A235AFB03CB
SRR23696573,2023-05-11 15:42:39,2023-03-04 12:46:29,563052148,170041748696,563052148,302,57095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696573/SRR23696573.lite.1,SRX19558732,HiC,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,2AE393C0FBEA42F24176CD3EF826C6B9,240A7A469F63BFA5E41D652216B71D2D
SRR23696575,2023-05-11 15:42:39,2023-03-03 16:00:35,46134665,13359819750,42930800,289,5038,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696575/SRR23696575.lite.1,SRX19558730,Illumina,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 1000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,77FB38F6BAC8269BA186C2AB20C1085B,F3398D4271C6C3446127F643E2FB97C5
SRR27110051,2023-12-06 13:43:00,2023-12-06 12:41:15,64258651,12851730200,64258651,200,4832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27110/SRR27110051/SRR27110051.lite.1,SRX22799027,Illumina 100bp x 2,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP463476,PRJNA1021599,,1021599,SRS19782614,SAMN38693978,simple,3512,Quercus rubra,rubra_SM1,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1764025,,public,8CF91BD84AEB94EC393823A74CDF2906,E15D83FF9B65AEAAE7F1EDFEA686B6B9
SRR32267808,2025-02-07 13:46:56,2025-02-07 13:41:05,22117759,6635327700,22117759,300,2063,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267808/SRR32267808.lite.1,SRX27604944,D21-315002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014645,SAMN46722753,simple,3512,Quercus rubra,D21-315002,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,86E2EC2AF5104A9E8FFFB329F982130B,29B115C8CA5C450A27FBD45479E5954E
SRR32267797,2025-02-07 13:46:56,2025-02-07 13:39:17,20796798,6239039400,20796798,300,1939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267797/SRR32267797.lite.1,SRX27604955,D21-315003,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014656,SAMN46722754,simple,3512,Quercus rubra,D21-315003,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,A341BF72034609D23F9DC640FFDE0D7A,9ED15DA28DE839F5CEEDEAF845647217
SRR32267770,2025-02-07 13:46:58,2025-02-07 13:40:47,23279081,6983724300,23279081,300,2219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267770/SRR32267770.lite.1,SRX27604982,D21-315195,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014683,SAMN46722796,simple,3512,Quercus rubra,D21-315195,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,AA041000A294D25A4ED3E4E9883E9FF5,4E90492D2FD7E52FC2F4B5075A379241
