Sample_Name,requested_species,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,bs_biosample_uid,bs_xml_accession,bs_xml_id,bs_access,bs_publication_date,bs_submission_date,bs_last_update,bs_sample_title,bs_owner,bs_model,bs_organism,bs_tax_id,bs_attr_ArrayExpress-SPECIES,bs_attr_ENA-CHECKLIST,bs_attr_ENA-FIRST-PUBLIC,bs_attr_ENA-LAST-UPDATE,bs_attr_ENA_first_public,bs_attr_External_Id,bs_attr_INSDC_center_alias,bs_attr_INSDC_center_name,bs_attr_INSDC_first_public,bs_attr_INSDC_last_update,bs_attr_INSDC_status,bs_attr_SUBJECT_ID,bs_attr_Submitter_Id,bs_attr_age,bs_attr_biomaterial_provider,bs_attr_collection_date,bs_attr_common_name,bs_attr_cultivar,bs_attr_dev_stage,bs_attr_ecotype,bs_attr_geo_loc_name,bs_attr_geographic_location_latitude,bs_attr_geographic_location_longitude,bs_attr_geographic_location_region_and_locality,bs_attr_isolate,bs_attr_lat_lon,bs_attr_organism,bs_attr_plant_struc,bs_attr_provenance,bs_attr_provenance_ID,bs_attr_sample_name,bs_attr_scientific_name,bs_attr_tissue,bs_id_biosample,bs_id_id,bs_id_sc,bs_id_sra
Quercus_346,Quercus_rubra,ERR10015092,11/30/22 23:34,12/16/22 3:42,96976954,29065719969,96976954,299,7128,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/ERR010/10015/ERR10015092/ERR10015092.lite.1,ERX9556033,CRN_ADOSDC_6_1_HGCTHBBXY.12BA140,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,ERP139684,PRJEB54826,,906849,ERS12479988,SAMEA110381793,simple,3512,Quercus rubra,SAMEA110381793,,,,,,,no,,,,,INRA BORDEAUX,ERA16657921,,public,2E49264A28F6E20D747A2BBA28A0F9EA,F1C5C99ACB68611466C9F6411CA3DE66,31958336,SAMEA110381793,31958336,public,2022-11-30T00:00:00.000,2022-12-01T08:21:22.456,2022-11-30T20:24:38.000,Q.rubra,EBI,Generic,Quercus rubra,3512,,ERC000037,11/30/22,11/30/22,,SAMEA110381793,INRA Bordeaux,INRA Bordeaux,2022-11-30T00:18:40Z,2022-11-30T00:18:40Z,public,,Q.rubra,,,2019,northern red oak,,,,France,44.74,-0.78,,,,,leaf,,,Q.rubra,,,SAMEA110381793,,,ERS12479988
Quercus_347,Quercus_guyavifolia,SRR11398771,4/1/21 0:07,3/24/20 5:53,51844416,15553324800,51844416,300,5623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR011/11398/SRR11398771/SRR11398771.lite.1,SRX7977507,NDSW66327,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362203,SAMN14433646,simple,2294079,Quercus guyavifolia,GMXG2,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,094B72C295D1499D762CBDC0E1C88C01,8DF01C1875DAE608DE8000D743831367,14433646,SAMN14433646,14433646,public,2021-04-01T00:00:00.000,2020-03-24T02:23:15.510,2021-04-07T21:04:09.983,Plant sample from Quercus guyavifolia,"Kunming Institute of Botany, Chinese Academy of Sciences",Plant,Quercus guyavifolia,2294079,,,,,,,,,,,,,,not collected,,,,,fruiting,,"China:Sichuan,Xiangcheng,Maxionggou",,,,individual 2,,,,,,,,Leaves,SAMN14433646,GMXG2,,SRS6362203
Quercus_348,Quercus_guyavifolia,SRR11398778,4/1/21 0:07,3/24/20 5:24,48876233,14662869900,48876233,300,5337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR011/11398/SRR11398778/SRR11398778.lite.1,SRX7977500,NDSW66320,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362196,SAMN14433640,simple,2294079,Quercus guyavifolia,GZD4,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,6907CB7DB8693F06C62F7AE9F50317F3,6B168D7B8F5816F4F7C9D00F29A97371,14433640,SAMN14433640,14433640,public,2021-04-01T00:00:00.000,2020-03-24T02:23:15.413,2021-04-07T21:04:09.868,Plant sample from Quercus guyavifolia,"Kunming Institute of Botany, Chinese Academy of Sciences",Plant,Quercus guyavifolia,2294079,,,,,,,,,,,,,,not collected,,,,,fruiting,,"China:Yunnan,Shangri-la,Pudacuo-Sanba",,,,individual 4,,,,,,,,Leaves,SAMN14433640,GZD4,,SRS6362196
Quercus_349,Quercus_lobata,SRR14632927,5/24/21 16:15,5/24/21 15:26,119506627,24140338654,119506627,202,10495,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14632/SRR14632927/SRR14632927.lite.1,SRX10972847,Qlob.CRE.5.00F.b,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP319863,PRJNA729978,,729978,SRS9050286,SAMN19163032,simple,97700,Quercus lobata,Qlob.CRE.5.00F.b,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA1234471,,public,34FD8EB826A2EE51BA1D04E1763F5017,C5A635E2C6B04139138DF0670833A759,19163032,SAMN19163032,19163032,public,2021-05-13T00:00:00.000,2021-05-13T16:29:06.793,2021-05-24T13:54:07.247,Plant sample from Quercus lobata,"University of California, Los Angeles",Plant,Quercus lobata,97700,,,,,,,,,,,,,,,"Victoria Sork, UCLA",,,,mature,,"USA: Creston, CA",,,,Qlob.CRE.5.00F,35.53494 N 120.52401 W,,,,,,,leaf,SAMN19163032,Qlob.CRE.5.00F.b,,SRS9050286
Quercus_350,Quercus_lobata,SRR14632920,5/24/21 16:59,5/24/21 16:00,130507268,26362468136,130507268,202,10632,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14632/SRR14632920/SRR14632920.lite.1,SRX10972854,Qlob.CTW.6.00F.b,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP319863,PRJNA729978,,729978,SRS9050293,SAMN19163033,simple,97700,Quercus lobata,Qlob.CTW.6.00F.b,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA1234471,,public,4C6C1489AB0587E06188B3C7AF13B213,C734B06835609E25388322B9B48E561D,19163033,SAMN19163033,19163033,public,2021-05-13T00:00:00.000,2021-05-13T16:29:06.807,2021-05-24T13:54:08.887,Plant sample from Quercus lobata,"University of California, Los Angeles",Plant,Quercus lobata,97700,,,,,,,,,,,,,,,"Victoria Sork, UCLA",,,,mature,,"USA: Cottonwood, CA",,,,Qlob.CTW.6.00F,40.3602 N 122.30672 W,,,,,,,leaf,SAMN19163033,Qlob.CTW.6.00F.b,,SRS9050293
Quercus_351,Quercus_lobata,SRR14632929,5/24/21 15:29,5/24/21 15:11,113499351,22926868902,113499351,202,10343,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14632/SRR14632929/SRR14632929.lite.1,SRX10972845,Qlob.PSK.4.00F.w6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP319863,PRJNA729978,,729978,SRS9050285,SAMN19163125,simple,97700,Quercus lobata,Qlob.PSK.4.00F.w6,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA1234471,,public,F613FC9DB754E33517878AFAD3655C53,77E07D99FCE8D8B2026A1846613943DF,19163125,SAMN19163125,19163125,public,2021-05-13T00:00:00.000,2021-05-13T16:32:09.587,2021-05-24T13:54:07.060,Plant sample from Quercus lobata,"University of California, Los Angeles",Plant,Quercus lobata,97700,,,,,,,,,,,,,,,"Victoria Sork, UCLA",,,,mature,,"USA: Paskenta, CA",,,,Qlob.PSK.4.00F,39.8862 N 122.53217 W,,,,,,,leaf,SAMN19163125,Qlob.PSK.4.00F.w6,,SRS9050285
Quercus_352,Quercus_lobata,SRR14632924,5/24/21 16:15,5/24/21 15:20,162896895,32905172790,162896895,202,14508,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14632/SRR14632924/SRR14632924.lite.1,SRX10972850,Qlob.TAC.3.00F.w6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP319863,PRJNA729978,,729978,SRS9050289,SAMN19163129,simple,97700,Quercus lobata,Qlob.TAC.3.00F.w6,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA1234471,,public,D4B254BF4C1C0069EC74CB3079640B3A,5C0AF1FC0CE41EE257B637DE18E1313E,19163129,SAMN19163129,19163129,public,2021-05-13T00:00:00.000,2021-05-13T16:32:09.680,2021-05-24T13:54:07.997,Plant sample from Quercus lobata,"University of California, Los Angeles",Plant,Quercus lobata,97700,,,,,,,,,,,,,,,"Victoria Sork, UCLA",,,,mature,,"USA: Tehachapi, CA",,,,Qlob.TAC.3.00F,35.11596 N 118.48901 W,,,,,,,leaf,SAMN19163129,Qlob.TAC.3.00F.w6,,SRS9050289
Quercus_353,Quercus_lobata,SRR14632922,5/24/21 15:29,5/24/21 15:01,74992505,15148486010,74992505,202,6679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR014/14632/SRR14632922/SRR14632922.lite.1,SRX10972852,Qlob.WIL.3.00F.w6,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP319863,PRJNA729978,,729978,SRS9050291,SAMN19163131,simple,97700,Quercus lobata,Qlob.WIL.3.00F.w6,,,,,,,no,,,,,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",SRA1234471,,public,8DA2D1173A0381EDF7F3A910AF85B6AD,C89875B435665D1D849C2853EB8951F4,19163131,SAMN19163131,19163131,public,2021-05-13T00:00:00.000,2021-05-13T16:32:09.727,2021-05-24T13:54:08.403,Plant sample from Quercus lobata,"University of California, Los Angeles",Plant,Quercus lobata,97700,,,,,,,,,,,,,,,"Victoria Sork, UCLA",,,,mature,,"USA: Williams, CA",,,,Qlob.WIL.3.00F,39.08475 N 122.34658 W,,,,,,,leaf,SAMN19163131,Qlob.WIL.3.00F.w6,,SRS9050291
Quercus_354,Quercus_fabri,SRR16661048,2/3/22 8:01,11/1/21 12:06,90361924,27108577200,90361924,300,10528,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR016/16661/SRR16661048/SRR16661048.lite.1,SRX12861756,L59,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10805001,SAMN22511276,simple,1077959,Quercus fabri,s0716-3-5_NDSW49913,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,F59B527D111DB9B1541678CA7BAF3806,7A7E769F22A62361536FC28AEC20B6D0,22511276,SAMN22511276,22511276,public,2022-02-03T00:00:00.000,2021-10-22T14:10:04.940,2022-02-03T08:02:02.279,Plant sample from Quercus fabri,South China Botanical Garden,Plant,Quercus fabri,1077959,,,,,,,,,,,,,,,,,,s0716-3-5_NDSW49913,s0716-3-5_NDSW49913,,China:Henan,,,,,,,,,,,,Leaves,SAMN22511276,s0716-3-5_NDSW49913,,SRS10805001
Quercus_355,Quercus_fabri,SRR16661037,2/3/22 8:01,11/1/21 11:20,69442570,20832771000,69442570,300,7065,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661037/SRR16661037.lite.1,SRX12861767,L69,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10805012,SAMN22511286,simple,1077959,Quercus fabri,s0810-2-6_BDSW190010071-1a,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,4A6F333036B1875167AA85FE9A770E12,D502123F773AF26F9D4B8B557E72DDE5,22511286,SAMN22511286,22511286,public,2022-02-03T00:00:00.000,2021-10-22T14:10:05.063,2022-02-03T08:02:03.179,Plant sample from Quercus fabri,South China Botanical Garden,Plant,Quercus fabri,1077959,,,,,,,,,,,,,,,,,,s0810-2-6_BDSW190010071-1a,s0810-2-6_BDSW190010071-1a,,China:Chongqing,,,,,,,,,,,,Leaves,SAMN22511286,s0810-2-6_BDSW190010071-1a,,SRS10805012
Quercus_356,Quercus_guyavifolia,SRR16661119,2/3/22 8:01,11/1/21 14:08,90135730,27040719000,90135730,300,8370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661119/SRR16661119.lite.1,SRX12861685,L1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804932,SAMN22511218,simple,2294079,Quercus guyavifolia,HBL,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,1AF88FF58C9A0F2229067A1344FA13EE,27B975422B315C61516916179A837E97,22511218,SAMN22511218,22511218,public,2022-02-03T00:00:00.000,2021-10-22T14:10:04.240,2022-02-03T08:02:02.378,Plant sample from Quercus guyavifolia,South China Botanical Garden,Plant,Quercus guyavifolia,2294079,,,,,,,,,,,,,,,,,,HBL,HBL,,China:Bomi,,,,,,,,,,,,Leaves,SAMN22511218,HBL,,SRS10804932
Quercus_357,Quercus_rubra,SRR16661095,2/3/22 8:01,11/1/21 12:03,98660105,29598031500,98660105,300,9733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661095/SRR16661095.lite.1,SRX12861709,L16,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804954,SAMN22511233,simple,3512,Quercus rubra,PM-16,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,0FED262714CED215B4390DA90CAA0FB4,95A5E8A39A5F246B2EFE72E27597459C,22511233,SAMN22511233,22511233,public,2022-02-03T00:00:00.000,2021-10-22T14:10:04.430,2022-02-03T08:02:01.763,Plant sample from Quercus rubra,South China Botanical Garden,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,,,PM-16,PM-16,,USA:NewYork,,,,,,,,,,,,Leaves,SAMN22511233,PM-16,,SRS10804954
Quercus_358,Quercus_rubra,SRR16661060,2/3/22 8:01,11/1/21 12:00,103187250,30956175000,103187250,300,10258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661060/SRR16661060.lite.1,SRX12861744,L48,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804989,SAMN22511265,simple,3512,Quercus rubra,QL-10-1,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,DCFBB27A772553877068919891432ACC,3078D80D7C640289E8C0EFAABF553641,22511265,SAMN22511265,22511265,public,2022-02-03T00:00:00.000,2021-10-22T14:10:04.810,2022-02-03T08:02:02.221,Plant sample from Quercus rubra,South China Botanical Garden,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,,,QL-10-1,QL-10-1,,United Kingdom:London,,,,,,,,,,,,Leaves,SAMN22511265,QL-10-1,,SRS10804989
Quercus_359,Quercus_rubra,SRR16661059,2/3/22 8:01,11/1/21 12:56,119687092,35906127600,119687092,300,11747,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661059/SRR16661059.lite.1,SRX12861745,L49,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804990,SAMN22511266,simple,3512,Quercus rubra,QL-10-2,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,D49ADBD585722822640782283E84E94E,75B62B7082246BDA299C6A235AFB03CB,22511266,SAMN22511266,22511266,public,2022-02-03T00:00:00.000,2021-10-22T14:10:04.820,2022-02-03T08:02:01.702,Plant sample from Quercus rubra,South China Botanical Garden,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,,,QL-10-2,QL-10-2,,United Kingdom:London,,,,,,,,,,,,Leaves,SAMN22511266,QL-10-2,,SRS10804990
Quercus_360,Quercus_rubra,SRR23696573,5/11/23 15:42,3/4/23 12:46,563052148,1.70042E+11,563052148,302,57095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696573/SRR23696573.lite.1,SRX19558732,HiC,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,2AE393C0FBEA42F24176CD3EF826C6B9,240A7A469F63BFA5E41D652216B71D2D,33427328,SAMN33427328,33427328,public,2023-05-11T00:00:00.000,2023-02-23T20:41:03.646,2023-05-11T15:43:02.583,Plant sample from Quercus rubra,"University of Tennessee, Knoxville",Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,,,,Mature tree,Indiana,USA: Indiana,,,,pseudo-F2,,,,,,,,Dormant leaf buds and twig bark tissues,SAMN33427328,NRO_Reference,,SRS16943218
Quercus_361,Quercus_rubra,SRR23696575,5/11/23 15:42,3/3/23 16:00,46134665,13359819750,42930800,289,5038,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696575/SRR23696575.lite.1,SRX19558730,Illumina,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 1000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,77FB38F6BAC8269BA186C2AB20C1085B,F3398D4271C6C3446127F643E2FB97C5,33427328,SAMN33427328,33427328,public,2023-05-11T00:00:00.000,2023-02-23T20:41:03.646,2023-05-11T15:43:02.583,Plant sample from Quercus rubra,"University of Tennessee, Knoxville",Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,,,,Mature tree,Indiana,USA: Indiana,,,,pseudo-F2,,,,,,,,Dormant leaf buds and twig bark tissues,SAMN33427328,NRO_Reference,,SRS16943218
Quercus_362,Quercus_rubra,SRR27110051,12/6/23 13:43,12/6/23 12:41,64258651,12851730200,64258651,200,4832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27110/SRR27110051/SRR27110051.lite.1,SRX22799027,Illumina 100bp x 2,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP463476,PRJNA1021599,,1021599,SRS19782614,SAMN38693978,simple,3512,Quercus rubra,rubra_SM1,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1764025,,public,8CF91BD84AEB94EC393823A74CDF2906,E15D83FF9B65AEAAE7F1EDFEA686B6B9,38693978,SAMN38693978,38693978,public,2023-12-06T00:00:00.000,2023-12-06T11:56:04.380,2023-12-06T12:29:18.900,Plant sample from Quercus rubra,"University of Tennessee, Knoxville",Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,2017-01-01/2017-12-31,,,Adult,USA: Indiana,USA: Indiana,,,,,,,,,,,,Leaves,SAMN38693978,rubra_SM1,,SRS19782614
Quercus_363,Quercus_rubra,SRR32267808,2/7/25 13:46,2/7/25 13:41,22117759,6635327700,22117759,300,2063,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267808/SRR32267808.lite.1,SRX27604944,D21-315002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014645,SAMN46722753,simple,3512,Quercus rubra,D21-315002,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,86E2EC2AF5104A9E8FFFB329F982130B,29B115C8CA5C450A27FBD45479E5954E,46722753,SAMN46722753,46722753,public,2025-02-07T00:00:00.000,2025-02-07T13:30:06.313,2025-02-07T14:01:10.367,Plant sample from Quercus rubra,University of Virginia,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,2021-05,,,Mature,,"USA: MA, Cambridge",,,,D21-315002 Mature Red Oak Tree,,,,,,,,leaf,SAMN46722753,D21-315002,,SRS24014645
Quercus_364,Quercus_rubra,SRR32267797,2/7/25 13:46,2/7/25 13:39,20796798,6239039400,20796798,300,1939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267797/SRR32267797.lite.1,SRX27604955,D21-315003,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014656,SAMN46722754,simple,3512,Quercus rubra,D21-315003,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,A341BF72034609D23F9DC640FFDE0D7A,9ED15DA28DE839F5CEEDEAF845647217,46722754,SAMN46722754,46722754,public,2025-02-07T00:00:00.000,2025-02-07T13:30:06.323,2025-02-07T14:01:10.500,Plant sample from Quercus rubra,University of Virginia,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,2021-05,,,Mature,,"USA: MA, Cambridge",,,,D21-315003 Mature Red Oak Tree,,,,,,,,leaf,SAMN46722754,D21-315003,,SRS24014656
Quercus_365,Quercus_rubra,SRR32267770,2/7/25 13:46,2/7/25 13:40,23279081,6983724300,23279081,300,2219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267770/SRR32267770.lite.1,SRX27604982,D21-315195,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014683,SAMN46722796,simple,3512,Quercus rubra,D21-315195,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,AA041000A294D25A4ED3E4E9883E9FF5,4E90492D2FD7E52FC2F4B5075A379241,46722796,SAMN46722796,46722796,public,2025-02-07T00:00:00.000,2025-02-07T13:30:06.747,2025-02-07T14:01:13.047,Plant sample from Quercus rubra,University of Virginia,Plant,Quercus rubra,3512,,,,,,,,,,,,,,,,2021-05,,,Mature,,"USA: MA, Cambridge",,,,D21-315195 Mature Red Oak Tree,,,,,,,,leaf,SAMN46722796,D21-315195,,SRS24014683
Quercus_366,Quercus_aquifolioides,SRR11398807,4/1/21 0:07,3/24/20 5:05,46627996,13988398800,46627996,300,5209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11398/SRR11398807/SRR11398807.lite.1,SRX7977471,NDSW66421,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362166,SAMN14433613,simple,1495044,Quercus aquifolioides,APDC2,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,B78D4D8AEAE5F9F71D93A643896EF2DC,C8D8EED6BBC76D669A825733D6B03BD1,14433613,SAMN14433613,14433613,public,2021-04-01T00:50:42.427,2020-03-24T02:23:14.987,2021-04-01T00:50:42.427,Plant sample from Quercus aquifolioides,"Kunming Institute of Botany, Chinese Academy of Sciences",Plant,Quercus aquifolioides,1495044,,,,,,,,,,,,,,not collected,,,,,fruiting,,"China:Yunnan,Shangri-la,Pudacuo-Sanba",,,,individual 2,,,,,,,,Leaves,SAMN14433613,APDC2,,SRS6362166
Quercus_367,Quercus_aquifolioides,SRR11398804,4/1/21 0:07,3/24/20 5:17,47426499,14227949700,47426499,300,5120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11398/SRR11398804/SRR11398804.lite.1,SRX7977474,NDSW66323,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362170,SAMN14433616,simple,1495044,Quercus aquifolioides,APDC5,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,2A1A34F1E623655D4FE64E1D40452768,97621DD366566599C6D9F92EC0CB5555,14433616,SAMN14433616,14433616,public,2021-04-01T00:50:42.457,2020-03-24T02:23:15.037,2021-04-01T00:50:42.457,Plant sample from Quercus aquifolioides,"Kunming Institute of Botany, Chinese Academy of Sciences",Plant,Quercus aquifolioides,1495044,,,,,,,,,,,,,,not collected,,,,,fruiting,,"China:Yunnan,Shangri-la,Pudacuo-Sanba",,,,individual 5,,,,,,,,Leaves,SAMN14433616,APDC5,,SRS6362170
Quercus_368,Quercus_guyavifolia,SRR11398769,4/1/21 0:07,3/24/20 5:26,44137289,13241186700,44137289,300,4688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11398/SRR11398769/SRR11398769.lite.1,SRX7977509,NDSW65375,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362204,SAMN14433648,simple,2294079,Quercus guyavifolia,GMXG4,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,2F4187C4C303BF9B519D6E5F043200B7,7AC6F1A07C95E66D1A032727ABE7C619,14433648,SAMN14433648,14433648,public,2021-04-01T00:00:00.000,2020-03-24T02:23:15.540,2021-04-07T21:04:10.027,Plant sample from Quercus guyavifolia,"Kunming Institute of Botany, Chinese Academy of Sciences",Plant,Quercus guyavifolia,2294079,,,,,,,,,,,,,,not collected,,,,,fruiting,,"China:Sichuan,Xiangcheng,Maxionggou",,,,individual 4,,,,,,,,Leaves,SAMN14433648,GMXG4,,SRS6362204
