requested_species,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
Quercus_guyavifolia,SRR16661119,2022-02-03 08:01:16,2021-11-01 14:08:37,90135730,27040719000,90135730,300,8370,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661119/SRR16661119.lite.1,SRX12861685,L1,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804932,SAMN22511218,simple,2294079,Quercus guyavifolia,HBL,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,1AF88FF58C9A0F2229067A1344FA13EE,27B975422B315C61516916179A837E97
Quercus_rubra,SRR16661095,2022-02-03 08:01:16,2021-11-01 12:03:41,98660105,29598031500,98660105,300,9733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661095/SRR16661095.lite.1,SRX12861709,L16,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804954,SAMN22511233,simple,3512,Quercus rubra,PM-16,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,0FED262714CED215B4390DA90CAA0FB4,95A5E8A39A5F246B2EFE72E27597459C
Quercus_rubra,SRR16661060,2022-02-03 08:01:16,2021-11-01 12:00:41,103187250,30956175000,103187250,300,10258,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661060/SRR16661060.lite.1,SRX12861744,L48,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804989,SAMN22511265,simple,3512,Quercus rubra,QL-10-1,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,DCFBB27A772553877068919891432ACC,3078D80D7C640289E8C0EFAABF553641
Quercus_rubra,SRR16661059,2022-02-03 08:01:16,2021-11-01 12:56:46,119687092,35906127600,119687092,300,11747,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661059/SRR16661059.lite.1,SRX12861745,L49,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10804990,SAMN22511266,simple,3512,Quercus rubra,QL-10-2,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,D49ADBD585722822640782283E84E94E,75B62B7082246BDA299C6A235AFB03CB
Quercus_rubra,SRR23696573,2023-05-11 15:42:39,2023-03-04 12:46:29,563052148,170041748696,563052148,302,57095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696573/SRR23696573.lite.1,SRX19558732,HiC,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,2AE393C0FBEA42F24176CD3EF826C6B9,240A7A469F63BFA5E41D652216B71D2D
Quercus_rubra,SRR23696575,2023-05-11 15:42:39,2023-03-03 16:00:35,46134665,13359819750,42930800,289,5038,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23696/SRR23696575/SRR23696575.lite.1,SRX19558730,Illumina,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 1000,SRP425524,PRJNA938173,3,938173,SRS16943218,SAMN33427328,simple,3512,Quercus rubra,NRO_Reference,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1595081,,public,77FB38F6BAC8269BA186C2AB20C1085B,F3398D4271C6C3446127F643E2FB97C5
Quercus_rubra,SRR27110051,2023-12-06 13:43:00,2023-12-06 12:41:15,64258651,12851730200,64258651,200,4832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR027/27110/SRR27110051/SRR27110051.lite.1,SRX22799027,Illumina 100bp x 2,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP463476,PRJNA1021599,,1021599,SRS19782614,SAMN38693978,simple,3512,Quercus rubra,rubra_SM1,,,,,,,no,,,,,"UNIVERSITY OF TENNESSEE, KNOXVILLE",SRA1764025,,public,8CF91BD84AEB94EC393823A74CDF2906,E15D83FF9B65AEAAE7F1EDFEA686B6B9
Quercus_rubra,SRR32267808,2025-02-07 13:46:56,2025-02-07 13:41:05,22117759,6635327700,22117759,300,2063,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267808/SRR32267808.lite.1,SRX27604944,D21-315002,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014645,SAMN46722753,simple,3512,Quercus rubra,D21-315002,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,86E2EC2AF5104A9E8FFFB329F982130B,29B115C8CA5C450A27FBD45479E5954E
Quercus_rubra,SRR32267797,2025-02-07 13:46:56,2025-02-07 13:39:17,20796798,6239039400,20796798,300,1939,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267797/SRR32267797.lite.1,SRX27604955,D21-315003,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014656,SAMN46722754,simple,3512,Quercus rubra,D21-315003,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,A341BF72034609D23F9DC640FFDE0D7A,9ED15DA28DE839F5CEEDEAF845647217
Quercus_rubra,SRR32267770,2025-02-07 13:46:58,2025-02-07 13:40:47,23279081,6983724300,23279081,300,2219,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32267/SRR32267770/SRR32267770.lite.1,SRX27604982,D21-315195,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP562241,PRJNA1220690,,1220690,SRS24014683,SAMN46722796,simple,3512,Quercus rubra,D21-315195,,,,,,,no,,,,,UNIVERSITY OF VIRGINIA,SRA2073007,,public,AA041000A294D25A4ED3E4E9883E9FF5,4E90492D2FD7E52FC2F4B5075A379241
Quercus_aquifolioides,SRR11398807,2021-04-01 00:07:45,2020-03-24 05:05:56,46627996,13988398800,46627996,300,5209,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11398/SRR11398807/SRR11398807.lite.1,SRX7977471,NDSW66421,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362166,SAMN14433613,simple,1495044,Quercus aquifolioides,APDC2,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,B78D4D8AEAE5F9F71D93A643896EF2DC,C8D8EED6BBC76D669A825733D6B03BD1
Quercus_aquifolioides,SRR11398804,2021-04-01 00:07:45,2020-03-24 05:17:54,47426499,14227949700,47426499,300,5120,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR011/11398/SRR11398804/SRR11398804.lite.1,SRX7977474,NDSW66323,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362170,SAMN14433616,simple,1495044,Quercus aquifolioides,APDC5,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,2A1A34F1E623655D4FE64E1D40452768,97621DD366566599C6D9F92EC0CB5555
Quercus_guyavifolia,SRR11398769,2021-04-01 00:07:47,2020-03-24 05:26:03,44137289,13241186700,44137289,300,4688,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11398/SRR11398769/SRR11398769.lite.1,SRX7977509,NDSW65375,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362204,SAMN14433648,simple,2294079,Quercus guyavifolia,GMXG4,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,2F4187C4C303BF9B519D6E5F043200B7,7AC6F1A07C95E66D1A032727ABE7C619
Quercus_guyavifolia,SRR11398764,2021-04-01 00:07:47,2020-03-24 05:46:10,44767218,13430165400,44767218,300,4927,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR011/11398/SRR11398764/SRR11398764.lite.1,SRX7977514,NDSW66329,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,HiSeq X Ten,SRP253817,PRJNA614601,,614601,SRS6362211,SAMN14433652,simple,2294079,Quercus guyavifolia,GMXG8,,,,,,,no,,,,,"KUNMING INSTITUTE OF BOTANY, CHINESE ACADEMY OF SCIENCES",SRA1058648,,public,8992D7A2CF2DE4562025D2BEE96045EF,2AE6ACAE9892D278668AF500CA2B8CDC
Quercus_aquifolioides,SRR13569288,2021-02-06 21:25:37,2021-02-06 20:17:54,438305170,131491551000,438305170,300,43277,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13569/SRR13569288/SRR13569288.lite.1,SRX9967503,Qaqu01,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP303567,PRJNA694730,,694730,SRS8140296,SAMN17573486,simple,1495044,Quercus aquifolioides,Qaqu01,,,,,,,no,,,,,SCHOOL OF FOOD AND BIOLOGICAL ENGINEERING,SRA1188747,,public,117D3D7E17921A80101061BBA21501F8,8329F08E29683BB20BC9EF880D2AE980
Quercus_aquifolioides,SRR16661008,2022-02-03 08:01:16,2021-11-01 11:46:45,110106613,33031983900,110106613,300,10813,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661008/SRR16661008.lite.1,SRX12861796,L95,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10805041,SAMN22511312,simple,1495044,Quercus aquifolioides,s729-1-1,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,D90DDD8B425811E2362C0CB90956E42A,AFF48068F040CAFBCAFDD65E32410058
Quercus_aquifolioides,SRR16661007,2022-02-03 08:01:17,2021-11-01 12:46:52,99116646,29734993800,99116646,300,9070,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16661/SRR16661007/SRR16661007.lite.1,SRX12861797,L96,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP343961,PRJNA773751,,773751,SRS10805042,SAMN22511313,simple,1495044,Quercus aquifolioides,s729-1-3,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1320079,,public,5B609E353BB9329AFAC26AF1488AFDAF,70995AEB13B2EB5733B9AFDF111B4435
Quercus_dentata,SRR16996306,2023-12-01 00:03:03,2021-11-22 00:03:43,137896025,41368807500,137896025,300,12862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR016/16996/SRR16996306/SRR16996306.lite.1,SRX13186548,L23,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347127,PRJNA779113,,779113,SRS11115038,SAMN23012492,simple,103484,Quercus dentata,SCXC1-1,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1332594,,public,7B0E6AB0380C9D8B83CCB9ECDF2704BE,EEC88B565717D036C5080C71265BF577
Quercus_dentata,SRR16996303,2023-12-01 00:03:03,2021-11-21 23:29:20,129227853,38768355900,129227853,300,12036,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR016/16996/SRR16996303/SRR16996303.lite.1,SRX13186551,L26,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347127,PRJNA779113,,779113,SRS11115041,SAMN23012495,simple,103484,Quercus dentata,SCXC1-4,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1332594,,public,70B33CCD6D5B857ABE57438E157376A2,3D35F25671CE4FDD0537E713C3619BBC
Quercus_dentata,SRR16996295,2023-12-01 00:03:03,2021-11-21 23:44:32,137660666,41298199800,137660666,300,12794,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16996/SRR16996295/SRR16996295.lite.1,SRX13186559,L33,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347127,PRJNA779113,,779113,SRS11115050,SAMN23012502,simple,103484,Quercus dentata,YNJDZ1-2,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1332594,,public,B84784631CB1CBBCA5E59768A5834326,BA693F8078974C29444D55990F3FC94A
Quercus_dentata,SRR16996281,2023-12-01 00:03:04,2021-11-21 23:32:58,125465699,37639709700,125465699,300,11850,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16996/SRR16996281/SRR16996281.lite.1,SRX13186573,L7,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347127,PRJNA779113,,779113,SRS11115063,SAMN23012476,simple,103484,Quercus dentata,Z0914-4-1_NDSW64936,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1332594,,public,405B190269922028373A098A30033F7C,2371D403F32147B3F19EA8300309C87B
Quercus_dentata,SRR16996319,2023-12-01 00:03:03,2021-11-22 00:19:18,128482520,38544756000,128482520,300,12171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR016/16996/SRR16996319/SRR16996319.lite.1,SRX13186535,L11,WGS,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP347127,PRJNA779113,,779113,SRS11115025,SAMN23012480,simple,103484,Quercus dentata,s0911-4-1_NDSW64934,,,,,,,no,,,,,SOUTH CHINA BOTANICAL GARDEN,SRA1332594,,public,46772E0030946AE558FA3D75399487E9,56DC61B89715B6955FB6BFFC37D92300
